name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
21345,0.752116,0.0,0.678384,0.0,0.85,0.0,0.527664,0.0,0.75806,0.0,0.764192,0.0,0.528384,0.0
21346,0.6086005000000001,0.011940912213897217,0.33461300000000005,0.020951573926557394,0.972927,0.0,0.3767105,0.017692518772068577,0.5677785,0.01807435643390938,0.6537695,0.010475786963278718,0.30753949999999997,0.02095086681977619
21347,0.74785,0.0,0.672795,0.0,0.847561,0.0,0.519827,0.0,0.753769,0.0,0.760178,0.0,0.520356,0.0
21348,0.6112315,0.008203145768545118,0.338283,0.018332450409042435,0.9741465,0.005173900317941981,0.381675,0.007891311678041872,0.571288,0.014484375305825201,0.6562144999999999,0.00657962859894083,0.3124295,0.013158550091100491
21349,0.75,0.0,0.672828,0.0,0.852439,0.0,0.525081,0.0,0.755951,0.0,0.762634,0.0,0.525267,0.0
21350,0.607542,0.011948690388490259,0.331835,0.022261135685314896,0.9741465,0.0017246334393139675,0.3764555,0.01572959034749472,0.5658775,0.01866408348941896,0.6529905,0.01026789756960986,0.3059815,0.020536502246000888
21351,0.746797,0.0,0.669091,0.0,0.85,0.0,0.518875,0.0,0.75282,0.0,0.759545,0.0,0.519091,0.0
21352,0.5806325,0.005202184589189471,0.28101,0.015713326891527473,0.979116,0.008666300710222358,0.3423665,0.000620132647100614,0.521636,0.011739386781259065,0.630063,0.0035242201974337445,0.26012599999999997,0.007047026181305115
21353,0.732004,0.0,0.628451,0.0,0.869451,0.0,0.502708,0.0,0.737104,0.0,0.748951,0.0,0.497902,0.0
21354,0.5795855,0.003721502989384812,0.2791585,0.013094910480793679,0.979116,0.008666300710222358,0.34053500000000003,0.0028849956672411334,0.52008,0.009670392339507238,0.6291370000000001,0.0022146584386762837,0.258274,0.004427902663790153
21355,0.730941,0.0,0.624781,0.0,0.871951,0.0,0.502218,0.0,0.735919,0.0,0.748366,0.0,0.496732,0.0
21356,0.5816855000000001,0.005202184589189393,0.28193599999999996,0.017022888650284933,0.9803355,0.010390934149536325,0.3452365,0.0026749849532286957,0.5226824999999999,0.012335477797799352,0.6311355000000001,0.00331562369698376,0.2622715,0.006631954500748648
21357,0.733057,0.0,0.632155,0.0,0.866951,0.0,0.503282,0.0,0.738255,0.0,0.749553,0.0,0.499106,0.0
21358,0.579591,0.005218448045156758,0.279158,0.015713326891527473,0.979116,0.008666300710222358,0.340419,0.0005374011537018033,0.519892,0.012207491470404518,0.6291375,0.003523513090652538,0.258274,0.007047026181305154
21359,0.729888,0.0,0.622896,0.0,0.871951,0.0,0.500654,0.0,0.734711,0.0,0.747423,0.0,0.494847,0.0
21360,0.5901455,0.015646151747314742,0.3022055,0.03006971586995792,0.9729575,0.003492400392280377,0.350796,0.0202048691656244,0.5396974999999999,0.02554281825680167,0.6375815,0.013288657738838831,0.275163,0.026577315477677582
21361,0.747895,0.0,0.658114,0.0,0.867073,0.0,0.527596,0.0,0.753678,0.0,0.762594,0.0,0.525188,0.0
21362,0.59014,0.018632263684265595,0.3022055,0.03530796290498788,0.9729575,0.003492400392280377,0.350658,0.024505492608800965,0.5396955,0.030304475321311815,0.6375815,0.015907781256353754,0.275163,0.03181556251270751
21363,0.747884,0.0,0.654411,0.0,0.872012,0.0,0.529185,0.0,0.753815,0.0,0.763211,0.0,0.526423,0.0
21364,0.5901455,0.015646151747314742,0.3022055,0.03006971586995792,0.9729575,0.003492400392280377,0.350796,0.0202048691656244,0.5396974999999999,0.02554281825680167,0.6375815,0.013288657738838831,0.275163,0.026577315477677582
21365,0.747895,0.0,0.658114,0.0,0.867073,0.0,0.527596,0.0,0.753678,0.0,0.762594,0.0,0.525188,0.0
21366,0.5901455,0.01713531862849357,0.3022055,0.03268883938747292,0.9729575,0.003492400392280377,0.3506065,0.02238912201270965,0.5397050000000001,0.028018399097735756,0.6375815,0.014598219497596291,0.27516300000000005,0.029196438995192545
21367,0.746831,0.0,0.652559,0.0,0.872012,0.0,0.527612,0.0,0.752628,0.0,0.762286,0.0,0.524571,0.0
